Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Why I Am Not a Christian,Bertrand Russell,"Dedicated as few men have been to the life of reason, Bertrand Russell has always been concerned with the basic questions to which religion also addresses itself - questions about man’s place in the universe and the nature of the good life, questions that involve life after death, morality, freedom, education, and sexual ethics. He brings to his treatment of these questions the same courage, scrupulous logic, and lofty wisdom for which his other work as philosopher, writer, and teacher has been famous. These qualities make the essays included in this collection perhaps the most graceful and moving presentation of the freethinker's position since the days of Hume and Voltaire. ",4.4,306.0,1172.0,726,History (Books),481.0
Brer Rabbit Again,Enid Blyton,"Brer Rabbit will never learn! He loves to play jokes and tricks and set traps for his friends - but once in a while, they beat him at his own game! ",4.7,17.0,664.0,8,Children's Literature & Fiction (Books),295.0
Brer Rabbit Again,Enid Blyton,"Brer Rabbit will never learn! He loves to play jokes and tricks and set traps for his friends - but once in a while, they beat him at his own game! ",4.7,17.0,664.0,7,Children's Literature & Fiction (Books),295.0
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"""I couldn't have a conversation with white folks about the details of a problem if they didn't want to recognise that the problem exists. Worse still was the white person who might be willing to entertain the possibility of said racism but still thinks we enter this conversation as equals. We didn't then, and we don't now."" ",4.7,3034.5,569.0,3,Journalism Books,353.0
Kashi: Secret of the Black Temple,Vineet Bajpai,"Kashi - Secret of the Black Temple is part 3 of the Harappa Series, written by Vineet Bajpai. It is a fiction novel that blends mythology and history with a modern-day thriller.  ",4.5,475.5,668.0,3,Historical Fiction (Books),587.0
"Balanced and Barefoot: How Unrestricted Outdoor Play Makes for Strong, Confident, and Capable Children",Angela J. Hanscom,"Today's kids have adopted sedentary lifestyles filled with television, video games, and computer screens. But more and more, studies show that children need ""rough and tumble"" outdoor play in order to develop their sensory, motor, and executive functions. Disturbingly, a lack of movement has been shown to lead to a number of health and cognitive difficulties, such as attention deficit/hyperactivity disorder (ADHD), emotion regulation and sensory processing issues, and aggressiveness at school recess break. So, how can you ensure your child is fully engaging their body, mind, and all of their senses? ",4.7,156.0,820.0,4,Biological Sciences,387.0
Law School for Everyone,The Great Courses,"The skills lawyers wield in courtrooms across the country are the result of years of study. As much as we'd like to cultivate these same skills, the truth is that you cannot know how a lawyer thinks and works without studying the law itself. ",-1.0,267.25,1774.0,586,Personal Development & Self-Help,1517.0
Ghost in the Wires: My Adventures as the World’s Most Wanted Hacker,Kevin Mitnick,"Kevin Mitnick was the most elusive computer break-in artist in history. He accessed computers and networks at the world’s biggest companies—and however fast the authorities were, Mitnick was faster, sprinting through phone switches, computer systems, and cellular networks. He spent years skipping through cyberspace, always three steps ahead and labeled unstoppable. But for Kevin, hacking wasn’t just about technological feats—it was an old fashioned confidence game that required guile and deception to trick the unwitting out of valuable information.",4.6,944.0,843.0,3,Biographies of Science & Technology Leaders,839.0
"The General Theory of Employment, Interest, and Money",John Maynard Keynes,"Keynes’ The General Theory of Employment, Interest, and Money remains, approaching a century after it first appeared, one of the most important documents on economics, along with Adam Smith’s The Wealth of Nations and Karl Marx’s Capital. ",4.2,439.5,1112.0,3,Money & Monetary Policy,877.0
Antaryatra Ke Sutra (Hindi),OSHO,"Ye Buddha ke sutra hain jinmen Buddha aath angovala marga batate hain: samyak drishti, samyak sankalp, samyak vani, samyak karmant, samyak ajiv, samyak vyayam, samyak smriti, samyak samadhi. Osho ne. bahut gaharai se in aath ango ko samjhaya hai jo sadhak ke liye atyant upayogi hai.",-1.0,267.25,167.0,5,Personal Development & Self-Help,89.0
My Family and Other Animals,Nigel Davenport,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.6,1794.0,748.0,4,Environment (Books),617.0
Rising Strong,Brené Brown,"Random House presents the audiobook edition of Rising Strong, written and read by Brené Brown. ",4.7,2798.0,888.0,3,Personal Development & Self-Help,531.0
Oracle Bones: A Journey Through Time in China,Peter Hessler,"A century ago, outsiders saw China as a place where nothing ever changes. Today, the country has become one of the most dynamic regions on earth. In Oracle Bones, Peter Hessler explores the human side of China's transformation, viewing modern-day China and its growing links to the Western world through the lives of a handful of ordinary people. In a narrative that gracefully moves between the ancient and the present, the East and the West, Hessler captures the soul of a country that is undergoing a momentous change before our eyes.",4.5,141.0,1003.0,29,Biographies & Autobiographies (Books),1112.0
Alien World Order: The Reptilian Plan to Divide and Conquer the Human Race,Len Kasten,"Long ago, the Galactic Federation sent the Atlans, a fierce group of humans from the Pleiades, to Earth to confront the newest colony of the combative ever-spreading alien race known as the Reptilians. The ensuing battle sank the continent of Lemuria and drove the Reptilians underground beneath the Indian subcontinent as well as to Antarctica. Able to shapeshift to appear human, the Reptilians then infiltrated the Atlantean civilization, abducting humans and creating Reptilian hybrids. As Len Kasten shows, this technique of infiltration and hybridization prior to an all-out attack has been the hallmark of Reptilian conquest throughout the galaxy. ",4.4,170.5,938.0,4,ed Mysteries,597.0
The Elementals,Michael McDowell,2017 Audie Award Finalist ,4.4,333.0,668.0,3,Horror (Books),486.0
"Fighting for You: Bragan University Series, Book 2",Gianna Gabriela,Jesse Falcon has dedicated his life to one cause: to fight against that which has taken so much from him.,5.0,11.0,586.0,29,Romance (Books),352.0
India Grows at Night: A Liberal Case for a Strong State,Gurcharan Das,"India's is a tale of private success and public failure. Prosperity is, indeed, spreading across the country even as governance failure pervades public life. But how could a nation become one of the world's fastest-growing economies when it's governed by a weak, ineffective state? And wouldn't it be wonderful if India also grew during the day - in other words, if public policy supported private enterprise? What India needs, Gurcharan Das argues, is a strong liberal state. Such a state would have the authority to take quick, decisive action; it would have the rule of law to ensure those actions are legitimate; and finally, it would be accountable to the people. However, India has always had a weak state and a strong society, says Das, which means that achieving something better will be an uphill struggle.",4.4,40.0,879.0,4,Essays (Books),526.0
Live Like a Stoic: 52 Exercises for Cultivating a Good Life,Gregory Lopez,"Random House presents the audiobook edition of Live Like a Stoic, by Massimo Pigliucci and Gregory Lopez. ",4.6,16.0,752.0,4,Textbooks & Study Guides,643.0
The Barefoot Investor: The Only Money Guide You'll Ever Need,Scott Pape,Fully revised and updated for the 2019-2020 financial year ,4.8,1018.0,668.0,3,Personal Development & Self-Help,389.0
Leadership Strategy and Tactics: Field Manual,Jocko Willink,"Leadership Strategy and Tactics: Field Manual by Jocko Willink is the essential and practical guide to leadership and how to excel at it, from the coauthor of the number one New York Times best seller Extreme Ownership.",4.7,112.0,323.0,1,Leadership,504.0
Getting Rich in America,Brian Tracy,Learn the strategies of America's wealthiest people! ,-1.0,267.25,1439.0,4,Personal Development & Self-Help,316.0
The Barefoot Investor: The Only Money Guide You'll Ever Need,Scott Pape,Fully revised and updated for the 2019-2020 financial year ,4.8,1019.0,668.0,3,Personal Development & Self-Help,389.0
China Rich Girlfriend,Kevin Kwan,"Kevin Kwan, best-selling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birth father. ",4.5,2653.5,805.0,4,Literature & Fiction (Books),904.0
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.6,1550.5,377.0,4,Earth Sciences Books,166.0
Best of Iqbal,Kuldip Salil,"Mohammad Iqbal was a poet and political philosopher who is known both for his poetry and his ideas that were influential in the creation of Pakistan. Mohammad Iqbal was born in Sialkot, Punjab, in 1877 and graduated from Government College, Lahore, with a master's degree in philosophy. He then taught there until 1905. ",3.8,20.0,501.0,4,Poetry (Books),248.0
The Magic Mountain,Thomas Mann,"It was The Magic Mountain (Der Zauberberg) that confirmed Thomas Mann as a Nobel prizewinner for literature and rightly so, for it is undoubtedly one of the great novels of the 20th century. ",4.3,205.0,1530.0,4,Classic Literature,2247.0
The Yellow Wallpaper,Charlotte Perkins Gilman,"The story is a double play: is it the story of a woman going mad, or a woman possessed by something evil? We begin to suspect that the narrator’s apparently caring husband John may not be as caring as she thinks. Is he trying to control her? We know that Charlotte was much concerned with the emancipation of women and them achieving financial independence, so is the character of John an echo of this?  ",4.3,826.5,70.0,4,Fiction Short Stories,32.0
The Business Book: Big Ideas Simply Explained,DK,"Exploring and explaining more than 80 of the world's most important theories and big ideas about trade, commerce, and management, this audiobook offers a fascinating look at the world of business past and present.",4.6,352.0,1093.0,1,Biographies & Autobiographies (Books),983.0
You Are Not Alone,Greer Hendricks,"From Greer Hendricks and Sarah Pekkanen, the authors of the top 10 best seller The Wife Between Us and An Anonymous Girl, comes You Are Not Alone - a gripping novel about a group of women who appear to have the perfect lives, but all is not what it seems.... ",4.4,333.0,323.0,2,Women's Fiction,659.0
The Holiness of God: Extended Version,R. C. Sproul,"In this expanded edition of his classic series The Holiness of God, Dr. R.C. Sproul provides a comprehensive, biblical survey of God’s holy character and demonstrates how the demands of His holiness are met in Christ.",4.8,506.0,1158.0,4,Christian Discipleship,323.0
A Squash and a Squeeze,Imelda Staunton,"Visit the farm in this audio edition of A Squash and a Squeeze, read by Imelda Staunton and Steven Pacey - the first ever book from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobook also includes a read-along track, a song and an instrumental. ",4.8,1631.5,323.0,4,Children's Literature & Fiction (Books),23.0
Modern Man in Search of a Soul,Carl Gustav Jung,"Modern Man in Search of a Soul is the classic introduction to the thought of Carl Jung. Along with Freud and Adler, Jung was one of the chief founders of modern psychiatry. In this book, Jung examines some of the most contested and crucial areas in the field of analytical psychology: dream analysis, the primitive unconscious, and the relationship between psychology and religion. ",4.6,508.5,837.0,1,Textbooks & Study Guides,542.0
The Prime: Prepare and Repair Your Body for Spontaneous Weight Loss,Kulreet Chaudhary,"Lose Weight, Get Sharper...No Diet Required ",4.6,580.0,879.0,3,e,520.0
Pratham Aur Antim Mukti [First and Last Redemption],J. Krishnamurti,"Jiddu Krishnamurti was a famous Indian philosopher, speaker and writer. He explored ideas like the nature of mind, meditation, inquiry, psychological revolution, human relationships and bringing about a radical change in society in his lectures and writings, emphasising that such a revolution cannot be brought about by any external entity, be it religious, political or social. His most famous books are The First and Last Freedom, The Only Revolution, and Krishnamurti's Notebook. ",4.7,26.0,836.0,4,Textbooks & Study Guides,837.0
Treasure Island: An Audible Original Drama,Robert Louis Stevenson,"Audible Originals takes to the high seas to bring to life this timeless tale of pirates, lost treasure maps and mutiny, starring Catherine Tate (BAFTA-nominated, The Catherine Tate Show, The Office, Doctor Who), Philip Glenister (Outcast, Life On Mars), Owen Teale (Game of Thrones, Pulse, Last Legion) and Daniel Mays (The Adventures of Tintin, Rogue One, Atonement) amongst others.",-1.0,267.25,759.0,973,Classic Fiction (Books),383.0
Treasure Island: An Audible Original Drama,Robert Louis Stevenson,"Audible Originals takes to the high seas to bring to life this timeless tale of pirates, lost treasure maps and mutiny, starring Catherine Tate (BAFTA-nominated, The Catherine Tate Show, The Office, Doctor Who), Philip Glenister (Outcast, Life On Mars), Owen Teale (Game of Thrones, Pulse, Last Legion) and Daniel Mays (The Adventures of Tintin, Rogue One, Atonement) amongst others.",-1.0,267.25,759.0,737,Classic Fiction (Books),383.0
A Course in Weight Loss: 21 Spiritual Lessons for Surrendering Your Weight Forever,Marianne Williamson,"For so many people, whether your addiction is to a substance or merely to a certain way of thinking or acting, a profound humbling occurs when you realize that your problem is bigger than you are. The terror of realizing, even dimly, that you have no control over a self-destructive pattern of behavior - that as much as you would want to, you simply cannot stop - can mark a crucial turning point in your life. At that point, you go in one of two directions: either way, way down, or way, way up.... ",4.4,581.5,561.0,4,Middle Eastern History (Books),404.0
"Coping with Critical, Demanding, and Dysfunctional Parents: Powerful Strategies to Help Adult Children Maintain Boundaries and Stay Sane",David M. Allen MD,"Adult children whose parents are invalidating, critical, demanding, or hateful require skills to advocate for their own needs. In this much-needed guide, listeners will learn how to employ unique assertiveness strategies based on the characteristics of their own family dynamics; uncover the hidden motives behind their parents’ behavior; put a stop to repetitive, hurtful interactions without cutting off their problem parents; and foster healthier relationships.",4.8,12.0,398.0,4,Abusive Relationships,460.0
Still the Mind: An Introduction to Meditation,Alan Watts,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.6,75.5,304.0,4,Personal Development & Self-Help,78.0
Sargam (Hindi Edition),Firaq Gorakhpuri,"'iraaq’ saahab ne anginat ghazalein, nazmein, rubaayiyaan, katye, ityaadi likhein hain. Samalochak bhi vah ucch-koti ke the lekin smaran ve sadaa apni ghazalon aur ghazalon ke unn sheron ke kaaran kiye jaayeingay jinki sankhya sainkdon tak pahuchti hai aur jo nihsandeh classic ka darza rakhte hain, unhee sheron ke kaaran jinmein tassafuk ghazal ki paramparaagat kathavastu se lekar raajneeti aur varFg-sangharsh tak sabhi kuch hai. Mashhoor shayar Firaaq Gorakhpuri ki chuni hui behtareen ghazalon ka sankalan hai Sargam.   ",-1.0,267.25,501.0,4,Poetry (Books),274.0
A Secret Revealed,Christopher C. Doyle,The Quest Continues ,3.9,191.0,233.0,2,Anthologies (Books),112.0
Before Memory Fades…: An Autobiography,Fali S. Nariman,"Before Memory Fades by Fali S. Nariman is a revelatory, comprehensive and perceptive autobiography - candid, compelling and authoritative.",4.5,184.0,836.0,1,Biographies & Autobiographies (Books),729.0
"HBR's 10 Must Reads on Strategy, Vol. 2: HBR's 10 Must Reads Series",Harvard Business Review,Do you have the right strategy to lead your company into the future? ,5.0,6.0,586.0,3,Organisational Behaviour,383.0
The Monkey and the Crocodile,Shobha Viswanath,"Can anyone have more than one heart? Red Face the monkey seems to, as he outwits his ungrateful friend, Jagged Jaws the crocodile and his wicked wife. A story about friendship and loyalty in the animal kingdom.",2.7,3.0,75.0,2,Animal Fiction for Children,20.0
Quichotte,Salman Rushdie,Salman Rushdie versetzt Don Qichotte ins heute Amerika.,4.8,5.0,870.0,4,Literature & Fiction (Books),938.0
Percy Jackson and the Greek Heroes,Rick Riordan,"In this gripping follow-up to Percy Jackson and the Greek Gods, demigod Percy Jackson tells the stories of 12 of the original Greek heroes in all their gory, bloodthirsty glory. ",4.7,336.0,888.0,4,Children's Traditional Stories (Books),946.0
The Mastery of Love: A Practical Guide to the Art of Relationship,don Miguel Ruiz,"In the Toltec tradition, three fundamental masteries guide us to our true nature, which is happiness, freedom, and love.",4.8,3114.5,445.0,4,Personal Success,153.0
The Undefeated Mind: On the Science of Constructing an Indestructible Self,Alex Lickerman,"Legions of self-help authors rightly urge personal development as the key to happiness, but they typically fail to focus on its most important objective: hardiness. Though that which doesn't kill us can make us stronger, as Nietzsche tells us, few authors today offer any insight into just how to springboard from adversity to strength. ",4.5,276.0,668.0,4,Personal Success,470.0
The Perils of Being Moderately Famous,Soha Ali Khan,What is it like to be known as Mansoor Ali Khan Pataudi's daughter? Or to have a mother as famous as Sharmila Tagore? Or to be recognized as Saif Ali Khan's sister? Or as Kareena Kapoor's sister-in-law? And where do I stand among them?,4.1,286.5,1131.0,4,Essays (Books),269.0
Practical Spirituality: Spiritual Life in Today's World,David R. Hawkins,"David R. Hawkins, MD, PhD, is an internationally known author and speaker on the subject of spiritually advanced states of consciousness and the realization of the presence of God as self. His published works, as well as recorded lectures, have been widely recognized as unique. They describe a very advanced state of spiritual awareness which occurred in this individual, with a scientific and clinical background, who is able to verbalize and explain the unusual phenomena in a manner that is clear and comprehensible. ",-1.0,267.25,762.0,29,Christianity (Books),282.0
Meri Duniya Mere Dost [My World My Friend],Khushwant Singh,"Khushwant Singh, a prominent Indian novelist and journalist, was born on 2 February 1915 in Hadali, in British India (now a part of Pakistan), and is famous for books like A History of the Sikhs, Train to Pakistan, Delhi: A Novel, Ranjit Singh: Maharaja of the Punjab and an autobiography, Truth, Love and a Little Malice. Famous for his uncensored depiction of Indian society in his writings, his abiding love for poetry and people, and his wit, Singh’s characters are always familiar, and his narratives are filled with satirical observations.  ",4.0,5.0,668.0,4,Biographies & Autobiographies (Books),469.0
Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,New York Times best seller,4.5,733.5,754.0,782,Christianity (Books),272.0
The Startup Way: How Entrepreneurial Management Transforms Culture and Drives Growth,Eric Ries,"Penguin presents the audiobook edition of The Startup Way, written and read by Eric Ries. ",4.5,121.0,752.0,4,ess Motivation & Self-Improvement,612.0
"Finding Ultra: Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself",Rich Roll,An incredible but true account of achieving one of the most awe-inspiring midlife physical transformations ever,5.0,6.0,702.0,4,Triathlon (Books),587.0
The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,Brought to you by Penguin. ,4.5,543.0,888.0,4,Personal Development & Self-Help,373.0
Burn,Patrick Ness,How does the world end? It ends in fire.,4.6,88.0,1328.0,4,Children's Crime & Thriller (Books),627.0
Mind: A Journey to the Heart of Being Human,Daniel J. Siegel M.D.,A scientist's exploration into the mysteries of the human mind. ,4.25,91.5,703.0,4,Biological Sciences,1129.0
Children of the New World,Alexander Weinstein,"Thirteen short stories to stun, thrill and terrify in equal measure. ",4.1,62.0,1063.0,4,Science Fiction (Books),360.0
The Hard Way: Jack Reacher 10,Lee Child,"Late at night in a New York café army-cop-turned-drifter Jack Reacher orders coffee in a cup made of foam, not china, so that he can move on at a moment’s notice.",4.6,3623.0,1093.0,2,Action & Adventure (Books),710.0
No Longer Human,Osamu Dazai,"Portraying himself as a failure, the protagonist of Osamu Dazai's No Longer Human narrates a seemingly normal life, even while he feels himself incapable of understanding human beings. Oba Yozo's attempts to reconcile himself to the world around him begin in early childhood, continue through high school, where he becomes a ""clown"" to mask his alienation, and eventually lead to a failed suicide attempt as an adult. Without sentimentality, he records the casual cruelties of life and its fleeting moments of human connection and tenderness. ",4.7,589.5,586.0,4,Contemporary Fiction (Books),253.0
Financial Freedom: A Proven Path to All the Money You Will Ever Need,Grant Sabatier,The International Best Seller ,4.6,311.0,1005.0,1,Personal Success,647.0
Team of Teams: New Rules of Engagement for a Complex World,General Stanley McChrystal,"Penguin presents the unabridged downloadable audiobook edition of Team of Teams by General Stanley McChrystal, read by Paul Michael. ",4.65,986.0,820.0,2,Analysis & Strategy,726.0
Akbar and Birbal,Amita Sarin,"The tales of Akbar and Birbal have been passed on from generation to generation, enthralling young and old listeners alike. This book brings together a selection of these stories, along with fascinating historical details about the Mughal court, the emperor and his witty courtier. ",4.3,71.0,233.0,4,Fairy Tales for Teens,140.0
The Dale Carnegie Leadership Mastery Course,Dale Carnegie,Are you adequately rewarded for your efforts? ,-1.0,267.25,1439.0,1,Personal Success,345.0
"The Age of Napoleon: A History of European Civilization from 1789 to 1815: The Story of Civilization, Book 11",Will Durant,An engrossing volume on European civilization by Pulitzer Prize-winning historians Will and Ariel Durant. ,-1.0,267.25,1338.0,2,Textbooks & Study Guides,2639.0
The Germ Theory and Its Applications to Medicine and Surgery,Louis Pasteur,"The great scientists Louis Pasteur (1822-1893) and Joseph Lister (1827-1912) revolutionized medical practice in the 19th century. Pasteur's discovery of the cause of fermentation formed the basis of modern germ theory while Lister developed antiseptic surgical methods based on that. The book contains a description of the theory, and accounts of their work and experiments.",4.0,2.0,65.0,29,History of Science,15.0
High Growth Handbook,Elad Gil,High Growth Handbook is the playbook for growing your startup into a global brand.,4.6,109.0,836.0,4,ess & Economics,746.0
The Bookish Life of Nina Hill,Abbi Waxman,"Nina has her life just as she wants it: a job in a bookstore, a kick-butt trivia team, a world-class planner and a cat named Phil. When the father Nina never knew existed suddenly dies, leaving behind innumerable sisters, brothers, nieces and nephews, Nina is horrified. ",4.3,889.5,645.0,4,"Crime, Thriller & Mystery (Books)",561.0
The Cold War: A World History,Odd Arne Westad,"As Germany and then Japan surrendered in 1945, there was a tremendous hope that a new and much better world could be created from the moral and physical ruins of the conflict. Instead, the combination of the huge power of the USA and USSR and the near-total collapse of most of their rivals created a unique, grim new environment: the Cold War. ",4.4,75.5,1138.0,4,Cold War,1547.0
Little Men,Louisa May Alcott,"Jo March, the irrepressible tomboy in Little Women, has grown up and married her professor to become Jo Bhaer. Together the Bhaers have established Plumfield - a warm-hearted, informal school where lessons are taught with a dose of laughter. When Nat, a young orphan joins the happy household at Plumfield, he can’t believe his good fortune. Each day is filled with studying and fun - the boys even enjoy Saturday-night pillow fights. But when Nat gets caught stretching the truth, he discovers there is more to learn in his new home than games and schoolwork. ",4.3,475.0,836.0,29,Contemporary Fiction (Books),659.0
Victim 2117: Department Q 8,Jussi Adler-Olsen,"In the heart-pounding new instalment of the number-one best-selling Department Q series, a terrifying international investigation reveals the complex backstory of one of the department's own - the enigmatic Assad.   ",4.25,94.0,759.0,29,"Crime, Thriller & Mystery (Books)",932.0
Dhyan Niyam [Meditation Rules]: Dhyan yog ninety [Meditation Yoga],Sirshree,"यह नियम केवल ध्यान का नियम नहीं बल्कि हमारे जीवन का एक नियम है। यह नियम ध्यान का एक ऐसे रहस्य को उजागर करता है जिसे जानकर आप जीवन की कई उलझनों को सुलझा पाएँगे। ध्यान का रहस्य एक सुदंर ऐनालॉजी के जरिए आपके सामने रखा गया है ताकि आप आसानी से इसे समझ पाएँ। इस कहानी के प्रतीक से हमें अपने शरीर और मन की वृत्तियों के बारे में पता चलेगा तथा ध्यान की आवश्यकता क्यों है, यह भी समझ में आएगा। ध्यान से संबंधित कई सवालों के जवाब आपको इस पुस्तक में मिलेंगे और साथ ही ध्यान से होनेवाले लाभ भी आपको समझ में आएँगे।",4.6,3.0,175.0,4,Personal Development & Self-Help,383.0
Coming Home to Yourself: A Meditator's Guide to Blissful Living,Osho,"A beautiful collection of mindfulness exercises for grounding, relaxation, and finding inner peace, from legendary spiritual guru Osho.",5.0,16.0,754.0,4,Meditation (Books),244.0
Bleak House: The Dickens Collection: An Audible Exclusive Series,Charles Dickens,"Audie Award, 2019: Literary Fiction and Classics",4.4,1027.0,1518.0,4,Classic Fiction (Books),2592.0
"Outlander: Outlander, Book 1",Diana Gabaldon,"In 1945, former combat nurse Claire Randall returns from World War II and joins her husband for a second honeymoon. Their blissful reunion is shattered when she touches a boulder in an ancient stone ruin and is instantly transported to 1743 Scotland, a place torn by war and raiding border clans. Will Claire find her way back to her own time, or is her destiny forever linked with Clan MacKenzie and the gallant James Fraser?",4.6,22594.0,1172.0,4,Contemporary Fantasy,1958.0
When the Dog Dies: Complete Series 2,Ian Davidson,Ronnie Corbett stars as granddad Sandy Hopper in Series 2 of the sitcom that reunites him with the writers of his hit comedy Sorry - Ian Davidson and Peter Vincent. ,-1.0,267.25,410.0,29,Literature & Fiction (Books),166.0
Capital City: Gentrification and the Real Estate State,Samuel Stein,"Our cities are changing. Around the world, more and more money is being invested in buildings and land. Real estate is now a $217 trillion-dollar industry, worth 36 times the value of all the gold ever mined. It forms 60 percent of global assets, and one of the most powerful people in the world - the president of the United States - made his name as a landlord and developer.  ",4.4,36.0,469.0,8,Textbooks & Study Guides,328.0
Aapka Cheese Meine Hataya [I Moved Your Cheese],Deepak Malhotra,"In this book Deepak Malhotra tells an inspiring story about three unique and adventurous mice, Max, Big, and Zed, who refuse to accept their reality as given. As we watch their lives unfold and intersect, we discover that instead of just blindly chasing after the cheese, each of us has the ability to escape the maze or even reconfigure it to our liking. I Moved Your Cheese reminds us that we can create the new circumstances and realities we want, but first we must discard the often deeply ingrained notion that we are nothing more than mice in someone else's maze.",3.7,5.0,233.0,1,Personal Development & Self-Help,107.0
"Laloo Bandar, Nathoo Magarmach",Gulzar,"In this ever popular story from the Panchatantra, Natthni Magarmach, the crocodile, has developed an appetite for a monkey’s heart. Will her henpecked husband Natthoo Magarmach be able to meet his wife’s desire? ",-1.0,267.25,75.0,4,Children's Literature & Fiction (Books),23.0
The Power of Positive Living ,Norman Vincent Peale,Powerful examples and techniques to help you turn your life around through positive thinking from one of the leading names in self-help literature. ,4.3,55.0,668.0,4,Personal Development & Self-Help,560.0
The Twits,Roald Dahl,Brought to you by Penguin.,4.8,1377.5,615.0,4,Classic Fiction (Books),57.0
The Future Leader: 9 Skills and Mindsets to Succeed in the Next Decade,Jacob Morgan,"There has been a lot written about leadership for the present day, but the world is changing quickly. What worked in the past won't work in the future. We need to know how to prepare leaders who can successfully navigate and guide us through the next decade and beyond. ",4.7,124.5,586.0,904,ess Management,479.0
"Embrace the Suck: What I Learned at the Box About Hard Work, (Very) Sore Muscles, and Burpees Before Sunrise",Stephen Madden,"Lifelong amateur athlete Stephen Madden decided to put himself to the test, physically and mentally, by immersing himself in the culture, diet, and psyche of CrossFit - the fast-growing but controversial fitness regime that's a stripped-down combination of high intensity aerobic activity, weightlifting, calisthenics, and gymnastics practiced by more than two million athletes worldwide. But what's crazier? The fact that such a grueling regimen-in which puking and muscle breakdowns during workouts are common-is so popular, or that people pay good money to do it?",4.3,116.0,586.0,4,g & Wellness,289.0
"Decisions and Dissents of Justice Ruth Bader Ginsburg: A Selection (Penguin Liberty, Book 2)",Corey Brettschneider - editor,"The trailblazing Supreme Court Justice Ruth Bader Ginsburg in her own words. Her most essential writings on gender equality and women's rights, reproductive health care, and voting and civil rights, now available in a short, accessible volume as part of the new Penguin Liberty series. ",-1.0,267.25,754.0,3,United States Politics & Government,306.0
"The Longevity Solution: Rediscovering Centuries-Old Secrets to a Healthy, Long Life",Dr. James DiNicolantonio,"Getting older doesn’t have to mean experiencing more pain and illness, becoming less mobile, or developing disease. Renowned cardiovascular research scientist and doctor of pharmacy Dr. James DiNicolantonio partners with leading physician and bestselling author Dr. Jason Fung to deliver The Longevity Solution, a groundbreaking new book that unlocks the secrets of healthy aging. Using evidence drawn from their years of medical research and clinical practice, Dr. DiNicolantonio and Dr. Fung lay out five simple, easy-to-follow steps you can take now for a longer, fuller, healthier life.",4.3,269.0,668.0,4,g & Wellness,376.0
Power Through Repose,Annie Payson Call,"Discover the hidden power through repose. This is probably the only book that dissects the hidden power of rest the power that is inherent in everyone the power that only a few thought exists! Common sense is dramatically challenged in this book. The author states that if the body is perfectly adjusted, perfectly supplied with force, perfectly free and works with the greatest economy of expenditure, great success can be achieved. Some of the concepts articulated in this book are quite revolutionary and will challenge your longheld notions about power, its applications and sources. Read this book to master your power of negotiation, achievement and self regard.",-1.0,267.25,190.0,22,g & Wellness,359.0
India Shastra: Reflections on the Nation in Our Time,Shashi Tharoor,"This has been a time of unprecedented change in the country. The transformation of India's politics, economy, foreign policy, media, civil rights, governance and a myriad other aspects of our society and government has been swift and disruptive, sometimes brutally so. Narendra Modi, the nations new prime minister, and his Bharatiya Janata Party, dominate the political scene, as the Congress once did, and are attempting to change the way we work, think, pray and conduct ourselves as citizens of the planets most populous democracy. ",4.2,55.0,1338.0,2,Society & Culture (Books),1617.0
The Archangel Guide to Ascension: Visualizations to Assist Your Journey to the Light,Diana Cooper,"Since 2012 the energy on our planet has changed considerably, and we are now in a transitional period into a new Golden Age. ",4.6,189.5,569.0,4,Personal Success,156.0
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,Penguin presents the audiobook edition of White Fragility by Robin DiAngelo. ,4.5,4873.0,683.0,4,Society & Culture (Books),380.0
Lincoln in the Bardo,George Saunders,Winner of the 2017 Man Booker Prize ,3.7,2249.5,569.0,2,Historical Fiction (Books),445.0
God Save the Hon'ble Supreme Court,Fali S. Nariman,A timely volume that highlights the forthright and candid views and opinions on a wide variety of pertinent issues by one of India’s most respected legal luminaries.  ,4.6,61.0,668.0,4,Textbooks & Study Guides,412.0
