Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
Fluent Forever: How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,4.5,809.5,1172.0,1,guistics (Books),472.0,memory greatest challenge learning foreign language many word many rule for every new word learn seem forget two old one making fluency seem reach,3
Cotillion,Georgette Heyer,4.6,452.5,751.0,3,Classic Literature,735.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
"Surrounded by Idiots: The Four Types of Human Behaviour (or, How to Understand Those Who Cannot Be Understood)",Thomas Erikson,4.5,867.0,888.0,3,Personal Development & Self-Help,629.0,brought penguin,4
What Lies Between Us,John Marrs,4.6,830.5,844.0,3,Psychological Thrillers,687.0,nina never forgive maggie and never let leave,3
"Dirty Girl Duet: The Dirty Girl Duet, Books 1 and 2",Meghan March,-1.0,267.25,820.0,1,Erotic Fiction,623.0,dirty girl,3
"The Best Poems of All Time, Volume 1",William Shakespeare,-1.0,267.25,500.0,3,Classic Literature,96.0,revisit classic,3
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,4.6,805.5,702.0,1,Family & Relationships,566.0,what single important thing pregnancy what watching tv child brain what best way handle temper tantrum scientist know in new york time best seller brain rule john medina showed u brain really work ought redesign workplace school now brain rule baby share latest science say raise smart happy child zero five this book destined revolutionize parenting just one surprise the best way get child college choice teach impulse control brain rule baby bridge gap scientist know parent practice through fascinating funny story medina developmental molecular biologist dad unravels child brain develops optimize you view child raise whole new light you learn where nature end nurture begin why men household chore what emotion run hot affect baby turn baby need feel safe tv harmful child two your child ability relate others predicts future math performance smart happy inseparable pursuing child intellectual success expense happiness achieves neither praising effort better praising intelligence the best predictor academic performance iq it what right pregnancy pregnancy first five year affect child rest life brain rule baby indispensable guide,3
Seeing Like a State,James C. Scott,4.6,95.0,937.0,3,Political Science History & Theory,966.0,compulsory ujamaa village tanzania collectivization russia le corbusier urban planning theory realized brasilia great leap forward china agricultural modernization tropic twentieth century racked grand utopian scheme inadvertently brought death disruption million why plan improving human condition go tragically awry,3
"The Black Company: Chronicles of The Black Company, Book 1",Glen Cook,4.1,268.5,836.0,3,Dark Fantasy,654.0,some feel lady newly risen century thrall stand humankind evil some feel evil the hardbitten men black company take pay must burying doubt dead prophesy the white rose reborn somewhere embody good,3
How the Mind Works,Steven Pinker,4.3,274.0,1005.0,3,Biology Books,1565.0,in delightful acclaimed best seller one world leading cognitive scientist tackle working human mind what make u often irrational how see three dimension what make u happy afraid angry disgusted sexually aroused why fall love and grapple imponderable morality religion consciousness,3
The Enchanted Hour: The Miraculous Power of Reading Aloud in the Age of Distraction,Meghan Cox Gurdon,4.8,74.0,421.0,3,ner Readers for Children,436.0,a look social familial neurological psychological benefit reading aloud especially parent child,3
HBR's 10 Must Reads on Sales: HBR's 10 Must Reads Series,Harvard Business Review,4.0,25.0,586.0,1,Leadership,348.0,sale pushing product efficient building right system manage empower salesperson,3
Addison Cooke and the Treasure of the Incas,Jonathan W. Stokes,4.7,171.5,1156.0,3,Historical Action & Adventure for Children,470.0,the goony meet indiana jones james patterson treasure hunter funny adventure series,3
The Wall of Winnipeg and Me,Mariana Zapata,4.6,1198.0,1172.0,3,Romance (Books),960.0,vanessa mazur know right thing she feel bad quitting being godmother top defensive end national football organization always supposed temporary she plan none include washing underwear longer necessary,3
The Inimitable Jeeves,P. G. Wodehouse,4.8,7.0,493.0,3,Literature & Fiction (Books),214.0,jeeves exerts the old cerebellum no wedding bell for bingo aunt agatha speaks her mind pearl mean tear the pride of the woosters is wounded the hero reward introducing claude and eustace sir roderick come to lunch a letter of introduction startling dressiness of a lift attendant comrade bingo bingo bad goodwood,3
Geronimo Stilton #11 & #12,Geronimo Stilton,-1.0,267.25,468.0,130,Children's Action & Adventure,140.0,i excited christmas i could hardly squeak my nephew benjamin i going trim tree eat lot delicious christmas cheesy chew but could say cat alert disaster struck i tripped tail ended hospital and mouse hole caught fire holey cheese turning worst christmas ever,3
Such a Fun Age,Kiley Reid,4.3,2667.5,493.0,1,Romance (Books),598.0,longlisted booker prize,1
Morning Star: Book III of the Red Rising Trilogy,Pierce Brown,4.8,3011.0,1055.0,3,Adventure Science Fiction,1310.0,darrow would lived peace enemy brought war the gold overlord demanded obedience hanged wife enslaved people but darrow determined fight back risking everything transform breach gold society darrow battled survive cutthroat rivalry breed society mightiest warrior climbed rank waited patiently unleash revolution tear hierarchy apart within,3
Verity,Colleen Hoover,4.6,5515.0,668.0,3,"Crime, Thriller & Mystery (Books)",490.0,a best seller several category rating goodreads,2
Better Vocabulary in 30 Minutes a Day: Better English Series,Edie Schwager,3.85,15.5,656.0,3,Alphabet Reference,330.0,would like find new exciting word use speech writing would like fascinating conversationalist would like scrabble expert,3
A History of the World,Andrew Marr,4.5,524.5,323.0,3,Textbooks & Study Guides,1588.0,from earliest civilization century global journey human history published alongside landmark bbc one television series,3
When the Body Says No: The Cost of Hidden Stress,Gabor Maté,4.7,1145.5,1219.0,3,Family & Relationships,797.0,in when body say no physician writer gabor maté explores link connection stress disease can person literally die loneliness is relationship ability express emotion alzheimer disease is thing cancer personality,3
"Hamlet: Shakespeare Appreciated (Unabridged, Dramatised, Commentary Options)",William Shakespeare,-1.0,267.25,664.0,3,Theater & Ballet,686.0,if school turned shakespeare find missing year beautifully crafted audio presentation,3
Big Potential: Five Secrets of Reaching Higher by Powering Those Around You,Shawn Achor,4.6,129.0,683.0,3,Leadership,395.0,random house present audiobook edition big potential written read shawn achor,0
Moby Dick: The Whale,Herman Melville,4.3,3343.5,1338.0,3,"Crime, Thriller & Mystery (Books)",1595.0,widely considered great american novel treasure world literature the story detail adventure wandering sailor ishmael voyage whale ship pequod commanded captain ahab ishmael soon learns ahab seek one specific whale moby dick ferocious enigmatic white sperm whale in previous encounter whale destroyed ahab boat bit leg and ahab intends take revenge,2
Learn Hindi - Level 1: Introduction to Hindi: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1.0,267.25,469.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",175.0,absolutely new hindi do know start,3
"Theft of Swords: Riyria Revelations, Volume 1",Michael J. Sullivan,4.5,1035.5,1407.0,3,Action & Adventure Fiction,1358.0,audie award nominee fantasy,1
"Fresh Floods: Ponniyin Selvan, Book 1",Kalki R. Krishnamurthy,4.7,44.0,836.0,1,Classic Fiction (Books),927.0,ponniyin selvan kalki magnum opus based century present early life rajaraja king chozha empire though written year ago saga timeless reeling listener gripping plot interwoven intrigue conspiracy romance,3
David Attenborough - Life on Air: Memoirs of a Broadcaster,David Attenborough,4.7,359.5,1093.0,3,ment Professionals,1163.0,his career naturalist broadcaster spanned nearly five decade place globe visited in volume memoir david tell story people animal met place visited,3
"Reclaim Your Brain: How to Calm Your Thoughts, Heal Your Mind, and Bring Your Life Back Under Control",Joseph A. Annibali MD,4.5,48.5,1005.0,3,Stress Management,581.0,a prescriptive guide restoring cognitive calm based amen clinic chief psychiatrist joseph annibali three decade treating patient suffer overloaded brain,3
Cognitive Behavioral Therapy: Techniques for Retraining Your Brain,Jason M. Satterfield,-1.0,267.25,1171.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",755.0,why hard lose weight stop smoking establish healthy habit why couple argue issue why many people lie awake night stricken worry anxiety why difficult come term loved one death even long illness,3
E-Mail: A Write It Well Guide,Janis Fisher Chan,4.2,21.0,586.0,5,Analysis & Strategy,268.0,in today competitive business environment everyone need communicate clearly use time productively a write it well guide audiobook filled guideline tip tool discover write professional email get result make better use email time avoids problem costly the updated version includes section using instant messaging handheld device used individual corporation trainer anyone writes email work,3
Creation: A Novel,Gore Vidal,4.3,41.0,1005.0,3,Religious & Spiritual Fiction,1628.0,a sweeping novel politics war philosophy adventure restored edition featuring material gore vidal original manuscript creation offer captivating grand tour ancient world,3
Rangeela Geedad,Gulzar,-1.0,267.25,75.0,4,Children's Literature & Fiction (Books),23.0,one fine day chandru small jackal wake find fur blue listen hilarious story panchatantra find blue jackal us colour advantage,2
The 50th Law,Robert Greene,4.6,1307.0,626.0,3,Biographies & Autobiographies (Books),496.0,containing intimate story cent life street boardroom rise worldwide fame acclaim release album get rich die tryin example others overcome adversity understanding practicing law this deeply inspirational book perfect entrepreneur well anyone interested extraordinary life curtis jackson,3
The Switch,Beth O'Leary,4.6,650.0,759.0,3,Urban Fiction,612.0,eileen sick,3
The Ballad of Songbirds and Snakes: A Hunger Games Novel,Suzanne Collins,4.6,6423.0,703.0,1,Dystopian Fiction for Teens,976.0,it morning reaping kick annual hunger game in capitol coriolanus snow preparing one shot glory mentor game the house snow fallen hard time fate hanging slender chance coriolanus able charm outwit outmaneuver fellow student mentor winning tribute,3
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy,E. L. James,4.4,17574.0,1093.0,2,Romance (Books),1259.0,in final instalment trilogy left whole generation breathless james brings fiery story christian ana truly thrilling crescendo,2
Thinking for a Change: 11 Ways Highly Successful People Approach Life and Work,John C. Maxwell,4.55,120.0,469.0,1,Leadership,202.0,drawing word deed many world greatest leader empowering audiobook help access thinking style guide new one step step teach secret,3
Business Intelligence for Dummies,Swain Scheps,4.1,59.5,703.0,5,Analysis & Strategy,827.0,you intelligent right so already figured business intelligence pretty valuable making right decision business but heard least dozen definition heard least many bi tool where start,3
Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,4.6,157.5,1673.0,3,Biology Books,895.0,drawing advance social science evolutionary biology genetics neuroscience network science blueprint show evolution placed u humane path united common humanity,3
Leave it to Psmith,P. G. Wodehouse,4.4,198.5,653.0,2,Humour (Books),541.0,the precarious peace blandings shattered necklace becomes object dark plottings within castle lurk well connected jewel thief among honourable freddie threepwood lord emsworth younger son want reward money set bookmaking business,3
Target 3 Billion: PURA: Innovative Solutions Towards Sustainable Development,APJ Abdul Kalam,4.7,99.0,879.0,3,Philosophy & Science,499.0,with million people living village india largest rural population world based indian experience dr kalam recommends sustainable inclusive development system called pura providing urban amenity rural area uplift rural mass subsidy entrepreneurship community participation,3
"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4,158.5,668.0,3,Computer Science Books,562.0,the simulation hypothesis author renowned mit computer scientist silicon valley video game designer rizwan virk explains one daring consequential theory time,3
The Giver of Stars,Jojo Moyes,4.6,7396.5,1093.0,3,Literary Fiction,832.0,brought penguin spellbinding story love friendship power word change world international author me before you,2
Scaling Leadership: Building Organizational Capability and Capacity to Create Outcomes that Matter Most,Robert J. Anderson,4.5,34.0,703.0,3,Leadership,406.0,transform organization scaling leadership,3
Radical Compassion: Learning to Love Yourself and Your World with the Practice of RAIN,Tara Brach,4.8,274.0,888.0,3,Buddhism (Books),500.0,brought penguin,4
"Beyond Biocentrism: Rethinking Time, Space, Consciousness, and the Illusion of Death",Robert Lanza,4.4,432.0,668.0,3,Philosophy & Science,436.0,biocentrism shocked world radical rethinking nature reality,3
Mere Sapnon ka Bharat [India of My Dreams],Mohandas K. Gandhi,4.4,24.0,836.0,4,Asian History (Books),760.0,mahatma gandhi influential indian century whose shadow continues loom large country even year death he struggled dreamt india free yoke british rule also evil poverty illiteracy citizen enjoying equally fruit freedom prosperity,3
"House of Earth and Blood: The Crescent City, Book 1",Sarah J. Maas,4.7,3331.5,873.0,1,Fantasy (Books),1670.0,bryce quinlan love life every night party bryce going savour pleasure lunathion also known crescent city offer but brutal murder shake foundation city brings bryce world crashing,3
Trade Wars Are Class Wars: How Rising Inequality Distorts the Global Economy and Threatens International Peace,Matthew C. Klein,4.55,55.5,586.0,3,Economic Public Policy,512.0,a provocative look today trade conflict caused government promoting interest elite expense worker,3
"Zak George's Guide to a Well-Behaved Dog: Proven Solutions to the Most Common Training Problems for All Ages, Breeds, and Mixes",Zak George,4.7,493.0,879.0,3,Pets & Animal Care (Books),406.0,a compassionate modern approach help dog common training problem,3
"Zak George's Guide to a Well-Behaved Dog: Proven Solutions to the Most Common Training Problems for All Ages, Breeds, and Mixes",Zak George,4.7,493.5,879.0,3,Pets & Animal Care (Books),406.0,a compassionate modern approach help dog common training problem,3
Creating True Prosperity,Shakti Gawain,4.9,18.0,421.0,3,"d, Body & Spirit",225.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
Napoleon Hill's Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.7,1080.0,586.0,866,Family & Relationships,351.0,in publication think grow rich napoleon hill revealed broken devil code forcing confess secret the resulting manuscript outwitting devil proved controversial hidden year now sharon lechter brings u important book annotating editing contemporary audience using legendary ability get root human potential hill dig deep identify greatest obstacle face reaching personal goal including fear procrastination anger jealousy tool orchestrated devil these hidden method control lead u ruin hill reveals seven principle good allow u finally triumph succeed,3
Napoleon Hill's Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.7,1080.5,586.0,866,Family & Relationships,351.0,in publication think grow rich napoleon hill revealed broken devil code forcing confess secret the resulting manuscript outwitting devil proved controversial hidden year now sharon lechter brings u important book annotating editing contemporary audience using legendary ability get root human potential hill dig deep identify greatest obstacle face reaching personal goal including fear procrastination anger jealousy tool orchestrated devil these hidden method control lead u ruin hill reveals seven principle good allow u finally triumph succeed,3
Holes,Louis Sachar,4.7,4333.0,417.0,3,Children's Action & Adventure,270.0,stanley yelnats family history bad luck miscarriage justice sends camp green lake juvenile detention centre green lake surprised,3
The Power of Intention: Learning to Co-Create Your World Your Way,Dr. Wayne W. Dyer,4.7,1096.5,562.0,3,"d, Body & Spirit",267.0,intention generally viewed pit bull kind determination propelling one succeed cost never giving inner picture in view attitude combine hard work indefatigable drive toward excellence way succeed however intention viewed differently audiobook wayne dyer researched intention force universe allows act creation take place this audiobook explores intention something energy part we intended invisible power intention this first audiobook look intention field energy access begin life power intention,3
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129.0,1008.0,4,Earth Sciences Books,784.0,author psychologist expert dog behavior training stanley coren present informative fascinating book yet dog,3
Deng Xiaoping: A Revolutionary Life,Alexander V. Pantsov,-1.0,267.25,1170.0,3,Biographies & Autobiographies (Books),1306.0,deng xiaoping joined chinese communist movement youth rose rank become important lieutenant mao onward two year mao death deng became de facto leader chinese communist party prime architect china reform abandoning maoist socioeconomic policy long fervently supported set motion change would dramatically transform china economy society position world three decade later living result,3
"The Third Wheel: Diary of a Wimpy Kid, Book 7",Jeff Kinney,4.6,6052.0,410.0,-1,",            5 star,          ,            ,              76%,            ,",130.0,brought puffin,4
The Rider,Tim Krabbé,4.7,287.5,417.0,3,Contemporary Fiction (Books),268.0,with the rider tim krabbé created book unique rank sporting literature he describes one race page in course narrative get know forceful bumbling lebusque aesthete barthelemy young turk reilhan mysterious rider cycle goff krabbé battle turn failing descent shining climb suffering false flat the outcome race fact merely last stanza exciting paean stamen suffering redeeming power humour,3
The Housekeeper: A Twisted Psychological Thriller,Natalie Barelli,4.4,1724.5,1172.0,3,Suspense,484.0,when claire see hannah wilson exclusive manhattan hair salon like knife slicing barely healed scar it may year since claire last saw hannah thought every day good way so claire anyone would position stalk,3
Teachings of the Buddha: Revised and Expanded,Jack Kornfield (editor),4.6,155.0,100.0,3,Buddhist Philosophy & Practice,217.0,this treasury essential buddhist writing draw popular indian tibetan chinese japanese source among selection earliest recorded saying buddha practice freedom passage later indian scripture perfection wisdom verse tibetan master enlightened mind song praise meditation zen teacher the audiobook also includes traditional instruction practice sitting meditation cultivate calm awareness live compassion jack kornfield one respected american buddhist teacher compiled teaching impart essence inspiration buddhism listener spiritual tradition,3
James and the Giant Peach,Roald Dahl,4.7,1691.5,615.0,3,Children's Fantasy (Books),198.0,brought penguin,4
Iron Crowne,CD Reiss,4.6,102.0,668.0,3,Anthologies (Books),467.0,a new standalone,2
It's Not Your Money: How to Live Fully from Divine Abundance,Tosha Silver,4.8,465.0,668.0,3,Mysticism (Books),365.0,it natural crave prosperity some seek manifest myriad way using anything vision board writing pretend check million dollar bank divinity yet whatever come mind always seems want,3
A Thing Beyond Forever: The reward for every true love is not love…,Novoneel Chakraborty,4.2,197.5,668.0,3,Literary Fiction,466.0,what happens life play trick two innocent lover what happens first love much possibility come back bizarre astounding manifestation ever,3
"Risk Management, Fifth Edition: Concepts and Guidance",Carl L. Pritchard PMP PMI-RMP EVP,3.9,20.0,586.0,3,istration,591.0,emphasizing greater clarity risk practice new edition risk management concept guidance maintains focus ability apply planned clairvoyance peer future the book begin analyzing various system used apply risk management it provides fundamental introduction basic associated particular technique clarifying essential concept risk apply project the second part book present specific technique necessary successfully implement system described part i,3
"The Secret of Happiness: Discovering the Source of Contentment, Peace, and Joy",Eckhart Tolle,5.0,4.0,410.0,3,Christianity (Books),192.0,when resist present moment close door happiness but align access source lasting peace contentment on the secret happiness eckhart tolle invite experience sense joy fulfillment radically change awakening consciousness realization beyond content thought,3
The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,4.7,1213.0,569.0,899,Analysis & Strategy,404.0,what pixar google san antonio spur basketball team common the answer owe extraordinary success skill,3
Chaurahe Par Seedhiyan,Kishore Choudhary,4.3,20.0,668.0,3,Short Stories (Books),435.0,this collection hindi short story second edition book hindi fiction category,2
Exploring the World of Lucid Dreaming,Stephen LaBerge PhD,4.6,375.0,586.0,2,"d, Body & Spirit",616.0,lucid dreaming conscious awareness dream state exhilarating experience because world experiencing one creation impossible consciously influence outcome dream,3
The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,4.6,254.5,586.0,3,Workplace Culture,607.0,managing people difficult wherever work but tech industry management also technical discipline learning curve brutal especially tool text framework help in practical guide author camille fournier tech lead turned cto take stage journey engineer technical manager,3
Nice Girls Don't Get the Corner Office: Unconscious Mistakes Women Make That Sabotage Their Careers (A Nice Girls Book),Lois P. Frankel,4.5,482.0,500.0,1,Analysis & Strategy,531.0,the new york time bestseller year woman business completely revised updated in new edition internationally recognized executive coach lois frankel reveals distinctive set woman learn girlhood ultimately sabotage adult she teach eliminate unconscious mistake could holding back offer invaluable coaching tip easily incorporated social business skill the result hundred thousand woman career opportunity never thought possible every stage career corner office stop making nice girl error become career pitfall,3
"If You're Not First, You're Last: Sales Strategies to Dominate Your Market and Beat Your Competition",Grant Cardone,4.7,253.5,820.0,909,Textbooks & Study Guides,467.0,during economic contraction becomes much difficult sell product maintain customer base gain market share mistake become costly failure becomes real possibility able make transition,3
The Dalai Lama's Cat + The Dalai Lama's Cat: Guided Meditations,David Michie,4.7,2030.0,1063.0,-1,",            5 star,          ,            ,              82%,            ,",434.0,featuring delightful cast character timeless buddhist wisdom his holiness compassion pervading every chapter the dalai lama cat simply enchanting not much warmhearted tale small kitten rescued slum new delhi find beautiful sanctuary sweeping view snowcapped himalaya,3
How Proust Can Change Your Life,Alain de Botton,4.3,235.5,937.0,3,Humorous Fiction,306.0,for anyone ever wondered marcel proust mind wrote word in search lost time bedridden less alain de botton answer for stylish erudite frequently hilarious book de botton dip deeply proust life work fiction letter conversation distils rare manual one actually helpful,3
Mini Habits for Weight Loss: Stop Dieting. Form New Habits. Change Your Lifestyle Without Suffering.,Stephen Guise,4.5,499.5,836.0,3,g & Wellness,615.0,you never diet,3
"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs",Joshua Rosenbaum,4.4,117.0,1055.0,3,Analysis & Strategy,855.0,in constantly evolving world finance solid technical foundation essential tool success until welcomed arrival author josh rosenbaum josh pearl one taken time properly codify lifeblood corporate financier work namely valuation essential lens investment banker with release investment banking third edition valuation leveraged buyout merger acquisition rosenbaum pearl created definitive guide wish existed trying break wall street it includes technical valuation fundamental well practical judgment skill perspective help guide science this audiobook focus primary valuation methodology currently used wall street comparable company analysis precedent transaction analysis discounted cash flow analysis leveraged buyout analysis with new fully revised edition added comprehensive rigorous set ancillaries anywhere promise become essential knowledge enhancing tool professional professor student,3
Walk the Wire,David Baldacci,4.6,476.5,323.0,3,Suspense,715.0,the number one author return highly charged thriller taking amos decker proved one reader favourite character date investigation trademark twist turn make david baldacci one world favourite storyteller,3
Karma Sutra (Hindi Edition): Karma Ke Siddhanton Ki Vivechana (Hingori Sutras),Hingori,4.1,4.0,501.0,1,Textbooks & Study Guides,224.0,the karmic code defines live life current birth destiny future life,3
Forever My Saint: A Dark Romance,Monica James,4.6,44.0,836.0,3,Romance (Books),620.0,all hope lost zoey hennessy walked back world shaking beyond repair uttered two simple word,3
"The Feynman Lectures on Physics: Volume 9, Basic Concepts in Classical Physics",Richard P. Feynman,-1.0,267.25,938.0,3,Education (Books),347.0,volume make course time distance vector characteristic force algebra,3
How to Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,4.5,228.5,752.0,3,Relationships,651.0,random house present audiobook edition how raise successful people written esther wojcicki read andrea gallo,0
"The Little Book of Valuation: How to Value a Company, Pick a Stock and Profit",Aswath Damodaran,4.2,212.5,469.0,3,Analysis & Strategy,289.0,an accessible intuitive guide stock valuation,3
India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879.0,3,Essays (Books),1139.0,informative highly readable amartya sen,3
Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,Eckhart Tolle,4.6,13.0,1406.0,3,Christianity (Books),424.0,what could recapture remarkable opening make consistent way living world throughout europe north america man named eckhart tolle emerged teacher unique ability draw u awakened state call presence with realizing power now an retreat eckhart tolle unparalleled opportunity immerse timeless dimension place within u always ever beyond turmoil life world calm beyond word joy opposite,3
101 Best Indian Fables for Children,Stuti Gupta,3.7,23.0,233.0,3,Children's Traditional Stories (Books),146.0,would like meet ferocious king jungle how listening story cunning fox talk way tricky situation wonder little monkey looking glass or peacock crow fighting,3
The Billionaire's Secret Heart,Ivy Layne,4.3,781.0,233.0,3,Contemporary Fiction (Books),156.0,josephine it worst blind date history universe holden winter swept rescued,3
Good Strategy/Bad Strategy: The Difference and Why It Matters,Richard Rumelt,4.5,601.0,1131.0,1,Leadership,709.0,good strategy clarifies muddled thinking underlying many strategy provides clear way create implement powerful strategy real world,3
Traction: Get a Grip on Your Business,Gino Wickman,4.7,1419.0,668.0,3,Leadership,416.0,do grip business business grip,3
"Cinder: The Lunar Chronicles, Book 1",Marissa Meyer,4.6,3165.5,1063.0,3,Fantasy (Books),603.0,the first instalment the lunar chronicle futuristic reenvisioning cinderella cinder cyborg mechanic,3
Why I Love Singlehood: A Novel,Elisa Lorello,4.0,239.0,352.0,3,Women's Fiction,565.0,eva perino single proud so proud fact regularly boast blog why i love singlehood but upon learning engagement eva discovers foundation weaker façade so begin clumsy occasionally uproarious search love secretly join online dating site try hand speed dating get involved one regular coffee shop the ground,3
168 Hours: You Have More Time Than You Think,Laura Vanderkam,4.3,195.5,844.0,348,Personal Success,468.0,there hour week this book time really go use better it unquestioned truth modern life starved time with rise family extreme job connectivity life frenzied barely find time breathe we tell like read get gym regularly try new hobby accomplish kind goal but give enough hour or else make excuse make sacrifice to get ahead work spend less time spouse to carve family time put getting shape to train marathon cut back sleep there better way laura vanderkam found one,3
Sales Revelation: Best of 45 Master Courses Reveals the Final Word in Sales,Brian Tracy,-1.0,267.25,2008.0,2,Textbooks & Study Guides,716.0,become sustaining resource sale professional entrepreneur today tough competitive market the way people buy may change way people sell get better,3
Message in a Bottle: Booktrack Edition,Nicholas Sparks,4.6,580.0,500.0,3,Romance (Books),593.0,message bottle booktrack edition add immersive musical soundtrack audiobook listening experience,0
I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,735.5,702.0,3,Islam (Books),425.0,how i give god completely what happens i,3
Lost and Founder,Rand Fishkin,4.7,155.0,683.0,376,Industries,541.0,penguin present audiobook edition lost founder written read rand fishkin,0
Hippie,Paulo Coelho,4.2,513.0,683.0,1,Contemporary Fiction (Books),472.0,random house present audiobook edition hippie paulo coelho read graham halstead,0
"Hal Koerner's Field Guide to Ultrarunning: Training for an Ultramarathon, from 50K to 100 Miles and Beyond",Hal Koerner,4.5,282.0,586.0,3,g (Books),350.0,ultramarathons leave much room mistake do learn hard way get jump training ultramarathon hal koerner field guide ultrarunning comprehensive handbook running mile beyond authored one experienced recognized athlete sport,3
"Energy Medicine: Balancing Your Body's Energies for Optimal Health, Joy, and Vitality",Donna Eden,4.7,781.5,1055.0,3,Middle Eastern History (Books),811.0,in updated expanded edition classic donna eden show listener work body energy system,3
Buy Signals Sell Signals: Strategic Stock Market Entries and Exits,Steve Burns,3.9,76.0,233.0,3,ess & Careers,108.0,the ultimate guide buying selling learn buy sell someone know watch wait profit market signal benefit someone year experience,3
Growth: From Microorganisms to Megacities,Vaclav Smil,4.5,134.5,820.0,546,Environmental Conservation,1575.0,growth unspoken explicit aim individual collective striving it governs life microorganism galaxy shape capability extraordinarily large brain fortune economy growth manifested annual increment continental crust rising gross domestic product child growth chart spread cancerous cell in magisterial book vaclav smil offer systematic investigation growth nature society tiny organism trajectory empire civilization,3
My Life with the Chimpanzees,Jane Goodall,4.6,170.5,500.0,4,Biology Books,223.0,from time girl jane goodall dreamed life spent working animal finally wish when year old ventured forest africa observe chimpanzee wild on expedition braved danger leopard lion african bush and got know amazing group wild chimpanzee intelligent animal whose life work play family relationship bear surprising resemblance,3
Emma [Naxos Edition],Jane Austen,4.3,2015.5,1003.0,3,Historical Fiction (Books),999.0,one jane austen popular novel arrogant egotistical emma unusual heroine,3
The Four-Day Workweek,Robert Grosse,3.4,2.0,469.0,3,ess & Careers,278.0,this provocative book make compelling case reducing number workday week four globalization brought fiercer competition greater worker mobility organization compete top talent becoming open unconventional worker arrangement remote working flextime,3
The Death of Ivan Ilyich: A Leo Tolstoy Short Story,Leo Tolstoy,4.4,173.0,333.0,3,Fiction Short Stories,130.0,the brilliance story normal bureaucrat judge case small accident wind gradually taking life a deal incident hope first despair come term family life mediocrity suffer except exceptional this story ring particularly poignant note early middle age facing next part life this story considered tolstoy best,2
Memories of My Melancholy Whores,Gabriel García Márquez,4.3,181.5,585.0,3,Magical Realism Fiction,185.0,on eve birthday bachelor decides give wild night love virgin a habit purchased hundred woman asks madam assistance the girl procured enchanting exhausted caring sibling job sewing button little sleep yet sleeping beauty side awakens romance never known,3
On Writing Well: Audio Collection,William Zinsser,4.6,1405.0,4445.0,3,g Guides (Books),143.0,this expanded audio collection present william zinsser on writing well classic teaching book sold million copy together new section tell write memoir,3
On Writing Well: Audio Collection,William Zinsser,4.6,1405.0,4445.0,4,g Guides (Books),143.0,this expanded audio collection present william zinsser on writing well classic teaching book sold million copy together new section tell write memoir,3
Winning,Jack Welch,4.6,504.0,13345.0,4,Leadership,683.0,welch optimistic excuse riveting packed personal anecdote written jack distinctive voice winning great read great business book it offer deep insight original thinking advice bound change way people think work,3
Dating Essentials for Men: The Only Dating Guide You Will Ever Need,Dr. Robert Glover,4.6,93.0,586.0,3,Family & Relationships,446.0,dating essential men robert glover author groundbreaking no more nice guy guide dating success,3
Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,4.5,212.5,703.0,3,Leadership,767.0,marc andreesen said market exist care smart whether startup founder trying disrupt industry intrapreneur trying provoke change within biggest risk building something nobody want,3
Percy Jackson and the Greek Gods,Rick Riordan,4.7,1660.0,888.0,3,Children's Fantasy (Books),743.0,who could tell true story god goddess olympus better demigod percy jackson,2
Silent House,Orhan Pamuk,3.9,69.5,607.0,3,Contemporary Fiction (Books),765.0,the moving story turkish family gathering shadow impending military coup,2
Ahimsa,Supriya Kelkar,4.6,84.0,586.0,4,Family Life Fiction for Children,343.0,in mahatma gandhi asks indian give one family member freedom movement anjali devastated think father risking life freedom struggle,3
